Invoice Date,Invoicing month,Quarter,PO Number- Sales,Retailer Name,Supplier Onboarding Date,Supplier Onboarding Quarter,Commodity Name,Category Mix,Loading State,Customer Name,Customer Type,Buyer Onboarding Date,Buyer Onboarding Quarter,Unloading State,Geography Mix,Qty. Bought,Qty Price,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Qty Sold,Selling Price,Invoice Value,Credit note qty,Credit note value,Gross invoice,Cash discount,Bardana,Quality,Net Invoice Value,Difference,Rejections (Yes/No),Quantity Sold,COGS,Commodity Cost,Discount to Farmers,Gunny Bag / Crates / Box Cost,Commission Amt,Transportation Cost,Mandi Tax,Deductions To retailer,Total Cost,Total inventory,COGS for GM,GM,CM-I,CM-II,cm2 %,GM +ve Transactions,CM-I +ve Transactions,CM-II +ve Transactions,
44345,May-21,"Q1, FY 22",PA0037,Gaurav Enterprises,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Jagdish Commodities India P. Ltd.,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 252.95 ,1906.852886,482338.4376,0,0,482338.4376,9458.017463,3073.855675,9437.5645,460369,2.5,,250.45,425765,421507.35,4257.65,12760,10644,22636,0,0,471805, -   ," 4,21,507 ",60831.08764,11717.23196,-11436.00, (2.4%),1,1,0,
44344,May-21,"Q1, FY 22",10#6-1,JAI MAA VAISHNO TRADERS,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Jagdish Commodities India P. Ltd.,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 313.10 ,1906.852886,597035.6388,0,0,597035.6388,11707.07756,3804.800205,11681.761,569842,1,,312.1,507371,502297.29,5073.71,18313,12927,20381.77194,0,0,558992.7719, -   ," 5,02,297 ",94738.34876,39311.77662,10849.23, 1.8% ,1,1,1,
44344,May-21,"Q1, FY 22",10#6-2,JAI MAA VAISHNO TRADERS,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Jagdish Commodities India P. Ltd.,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 331.85 ,1906.852886,632789.1304,0,0,632789.1304,12408.15614,4032.650745,12381.3235,603967,4.66,,327.19,537831,532452.69,5378.31,19412,13703,21367.22833,0,0,592313.2283, -   ," 5,32,453 ",100336.4404,41821.56131,11653.77, 1.8% ,1,1,1,
44344,May-21,"Q1, FY 22",PA0036,IRFAN TRENDING COMPANY,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Shree Balaji Food Products,Processors,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 256.10 ,1912.091493,489686.6314,0,0,489686.6314,9602.105804,3120.684386,9581.34125,467382.5,5.1,,251,416660,412493.4,4166.6,14712,10416,27500,0,0,469288, -   ," 4,12,493 ",77193.23144,21444.54705,-1905.50, (0.4%),1,1,0,
44344,May-21,"Q1, FY 22",10#1,Jai Bajrang Traders,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Jagdish Commodities India P. Ltd.,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 610.00 ,1909.470902,1164777.25,-304.85,584691.6476,580085.6025,34304.76631,11149.04905,34230.58225,500401.2049,6.3,,298.85,517010.5,511840.395,5170.105,17250,10340,23400,0,0,568000.5, -   ," 5,11,840 ",68245.2075,6106.158448,-67599.30, (11.7%),1,1,0,
44344,May-21,"Q1, FY 22",10#4-2,JAI MAA VAISHNO TRADERS,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 331.95 ,2098.585897,696625.5883,0,0,696625.5883,13659.90447,4439.468952,13630.36493,664895.85,-1.6,,333.55,584106,578264.94,5841.06,21082,14882,25349,0,0,645419, -   ," 5,78,265 ",118360.6483,52608.17939,19476.85, 2.8% ,1,1,1,
44345,May-21,"Q1, FY 22",PA0014,Shivansh Beej Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 96.59 ,2084.965519,201391.4134,0,2665.528093,198725.8854,4001.286163,1300.418003,3992.633382,189431.5478,1.29220339,,95.3,156202,154639.98,1562.02,5638,3980,0,0,0,165820, -   ," 1,54,640 ",44085.90535,33167.48735,23611.55, 11.9% ,1,1,1,
44345,May-21,"Q1, FY 22",10#6-3,JAI MAA VAISHNO TRADERS,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Jagdish Commodities India P. Ltd.,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 311.70 ,1906.852886,594366.0447,0,0,594366.0447,11654.73035,3787.787365,11629.527,567294,3.44,,308.26,506715,501647.85,5067.15,18289,12910,20130.99974,0,0,558044.9997, -   ," 5,01,648 ",92718.19472,37600.40762,9249.00, 1.6% ,1,1,1,
44345,May-21,"Q1, FY 22",9#2,One Stop Shop Agri Junction,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Shree Balaji Food Products,Processors,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 255.60 ,1912.091493,488730.5857,0,11337.3929,477393.1928,9805.670262,3186.842835,9784.4655,454616.2142,5.004,,250.596,418495.32,414310.3668,4184.9532,15545,10500,22500,0,0,467040.32, -   ," 4,14,310 ",63082.82599,11350.98315,-12424.11, (2.6%),1,1,0,
44344,May-21,"Q1, FY 22",10#4-1,JAI MAA VAISHNO TRADERS,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 476.26 ,2097.615413,999010.3168,-147.05,331268.3996,667741.9172,26214.6362,6366.512167,26068.39799,609092.3709,-2.74,,331.95,581716,575898.84,5817.16,20996,14821,24237,0,0,641770, -   ," 5,75,899 ",91843.07723,25422.56506,-32677.63, (4.9%),1,1,0,
44347,May-21,"Q1, FY 22",PA0041,Shanker Beez Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 503.70 ,2084.965519,1050197.132,-251.85,535764.174,514432.9577,31100.0804,10082.92219,31031.80325,442218.1519,2.5,,249.35,409878,405779.22,4098.78,14794,10443,57925,0,0,493040, -   ," 4,05,779 ",108653.7377,15408.81556,-50821.85, (9.9%),1,1,0,
44347,May-21,"Q1, FY 22",PA0044,Maa Kali Khad and Beej Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Niranjan Prasad Sonkh Wale Retailer,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 303.55 ,1894.06399,574943.1241,-8.01,30567.79472,544375.3294,11873.26656,3858.811633,11847.59063,516795.6606,4.26,,291.28,497120,492148.8,4971.2,16090,12620,23680,0,0,549510, -   ," 4,92,149 ",52226.52938,-4022.28225,-32714.34, (6.0%),1,0,0,
44326,May-21,"Q1, FY 22",2#5,Ridanya Agro Care Retailer,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Bhawani Roller Flour Mills Pvt. Ltd.,Processors,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 576.90 ,1973.907054,1138746.979,-384.6,782995.285,355751.6945,37682.8187,12246.91608,37601.3296,268220.6301,0,no,192.3,340882.52,337473.6948,3408.8252,12304,8685,0,0,0,361871.52, -   ," 3,37,474 ",18277.99965,-14957.91642,-93650.89, (26.3%),1,0,0,
44349,Jun-21,"Q1, FY 22",10#7-1,Samhut Jeevika Agri Producer Company Limited,Jun-21,"Q1, FY 22",Wheat,Wheat,Bihar,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 238.15 ,2084.965519,496534.5383,0,10043.47372,486491.0646,9934.724365,3205.514895,9912.27275,463438.5526,0,,238.15,383616,379779.84,3836.16,13846,9774,24736.39414,0,0,431972.3941, -   ," 3,79,780 ",106711.2246,55149.31554,31466.16, 6.5% ,1,1,1,
44348,Jun-21,"Q1, FY 22",PA0021,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Jagdish Commodities India P. Ltd.,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 277.55 ,1906.852886,529247.0186,0,0,529247.0186,10377.83256,3372.795583,10355.3905,505141,-26.43,,303.98,501111,496099.89,5011.11,18087,12767,34500,0,0,566465," 52,860 "," 4,96,100 ",33147.12865,-35579.66694,-61324.00, (11.6%),1,0,0,
44348,Jun-21,"Q1, FY 22",9#1,Shukla Khad Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Jagdish Commodities India P. Ltd.,SME,May-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 300.40 ,1906.852886,572818.6071,-24.63,164497.4931,408321.114,14457.79147,4698.782229,14426.5265,374738.0138,-19.56,no,295.33,505014.3,499964.157,5050.143,16425,12625,31500,0,0,565564.3," 39,120 "," 4,99,964 ",-91643.043,-156891.8252,-190826.29, (46.7%),0,0,0,
44351,Jun-21,"Q1, FY 22",PA0045,Samriddhi Beej Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 247.45 ,2084.965519,515924.7176,0,10494.71498,505430.0026,10323.84252,3331.078069,10300.512,481474.57,0.6,,246.85,399956,395956.44,3999.56,14436,10190,40000,0,0,464582, -   ," 3,95,956 ",109473.5626,41516.48457,16892.57, 3.3% ,1,1,1,
44348,Jun-21,"Q1, FY 22",PA0050,Shriram Fertilizer,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 271.47 ,1935.455676,525418.1523,0,3667.580074,521750.5723,10374.66995,3371.767735,10352.23473,497651.8999,-1.48,,272.95,461528,456912.72,4615.28,16658,11759,24000,0,0,513945, -   ," 4,56,913 ",64837.85227,9049.084536,-16293.10, (3.1%),1,1,0,
44350,Jun-21,"Q1, FY 22",PA0048,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,RD Food Products,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 346.20 ,1843.989605,638389.2011,0,13615.13915,624774.0619,12784.94093,4155.105804,12757.2935,595076.7217,0.58,,345.62,569755,564057.45,5697.55,20564,14516,38060,0,0,642895, -   ," 5,64,057 ",60716.61193,-16578.49387,-47818.28, (7.7%),1,0,0,
44360,Jun-21,"Q1, FY 22",PA0051,MAURYA BEEJ AND PESTICIDE,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,ASG Warehousing Private Limited.,SME,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 252.30 ,1802.08075,454664.9732,0,4526.156302,450138.8169,9004.12943,2926.342065,8984.658,429223.6874,65.14,,187.16,307144,304072.56,3071.44,11028,6176,16365,0,0,340713," -1,30,280 "," 3,04,073 ",146066.2569,109570.9148,88510.69, 19.7% ,1,1,1,
44352,Jun-21,"Q1, FY 22",PA0049,AKHIL JAIVIK KHAD BHANDAR,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Riyansh Trading Company,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 364.00 ,1938.284527,705535.568,0,33823.58887,671711.9791,14497.85311,4711.80226,14466.5015,638035.8223,5.82,,358.18,603956,597916.44,6039.56,21799,15387,34210,0,0,675352, -   ," 5,97,916 ",73795.53914,-2312.263123,-37316.18, (5.6%),1,0,0,
44350,Jun-21,"Q1, FY 22",PA0056,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,RD Food Products,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 156.70 ,1843.989605,288953.171,0,6528.351833,282424.8192,5794.001027,1883.050334,5781.4715,268966.2963,-59.53,,216.23,356455,352890.45,3564.55,12866,9082,23760,0,0,402163," 1,19,060 "," 3,52,890 ",-70465.6308,-118056.6811,-133196.70, (47.2%),0,0,0,
44353,Jun-21,"Q1, FY 22",PA0042,AGRIJUCTION TARIBADAGAOV BALLIA,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 236.70 ,2084.965519,493511.3383,0,6463.393108,487047.9452,9803.841808,3186.248588,9782.641,464275.2138,2.34,,234.36,385238,381385.62,3852.38,13905,9815,54441,0,0,463399, -   ," 3,81,386 ",105662.3252,24315.07659,876.21, 0.2% ,1,1,1,
44352,Jun-21,"Q1, FY 22",PA0053,Shriram Fertilizer,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 300.44 ,1935.455673,581488.3023,0,6388.805824,575099.4965,11527.49091,3746.434545,11502.56271,548323.0084,-2.11,,302.55,511578.77,506462.9823,5115.7877,18464,13034,24920,0,0,567996.77, -   ," 5,06,463 ",68636.51422,8472.079671,-19673.76, (3.4%),1,1,0,
44360,Jun-21,"Q1, FY 22",PA0057-5,Niranjan Prasad Sonkh Wala,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 303.15 ,2064.011091,625704.9624,-303.15,632057.297,-6352.334643,24663.05085,8015.491525,24609.717,-63640.59402,-173.5,,173.5,541320,535906.8,5413.2,16640,30472,19096.89616,0,0,607528.8962," 3,47,000 "," 5,35,907 ",-542259.1346,-616483.5223,-671169.49," 10,565.7% ",0,0,0,
44353,Jun-21,"Q1, FY 22",PA0046,SAUMYA ENTERPRISES,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,RD Food Products,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 299.55 ,1854.466818,555505.5354,0,0,555505.5354,10892.72727,3540.136364,10869.17175,530203.5,-4.4,,303.95,492471.95,487547.2305,4924.7195,17775,12547,36000,0,0,558793.95, -   ," 4,87,547 ",67958.30489,-1903.831477,-28590.45, (5.1%),1,0,0,
44349,Jun-21,"Q1, FY 22",PA0039,IRFAN TRENDING COMPANY,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 307.35 ,2084.965519,640814.1522,0,0,640814.1522,12565.51618,4083.792758,12538.34325,611626.5,6.14,,301.21,502695.39,497668.4361,5026.9539,500,12374,47400,0,0,562969.39, -   ," 4,97,668 ",143145.7161,78787.92333,48657.11, 7.6% ,1,1,1,
44350,Jun-21,"Q1, FY 22",PA0052,Gaurav Enterprises,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,RD Food Products,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 258.30 ,1843.989605,476302.5148,0,9993.166391,466309.3485,9535.613765,3099.074474,9514.993,444159.6672,4.3,,254,431800,427482,4318,13804,10795,19000,0,0,475399, -   ," 4,27,482 ",38827.34846,-7870.726017,-31239.33, (6.7%),1,0,0,
44351,Jun-21,"Q1, FY 22",PA0055,MAURYA BEEJ AND PESTICIDE,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Britannia Industries Ltd.,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 253.85 ,1917.3301,486714.2459,0,32661.11058,454053.1353,10184.26235,3309.885265,10162.23889,430396.7488,1.27,,252.58,414503.99,410358.9501,4145.0399,14883,8335,24846,0,0,462567.99, -   ," 4,10,359 ",43694.18525,-7679.700018,-32171.24, (7.1%),1,0,0,
44349,Jun-21,"Q1, FY 22",PA0057-2,Niranjan Prasad Sonkh Wala,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 315.55 ,2084.965519,657910.8694,0,16093.04209,641817.8273,13216.32337,4295.305095,13187.74307,611118.4558,121.55,,194,349184,345692.16,3491.84,10240,0,2800,0,0,362224," -2,43,100 "," 3,45,692 ",296125.6673,278790.3623,248894.46, 38.8% ,1,1,1,
44349,Jun-21,"Q1, FY 22",PA0057-3,Niranjan Prasad Sonkh Wala,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 202.65 ,2084.965519,422518.2624,0,21778.56495,400739.6974,8712.071905,2831.423369,8693.23205,380502.9701,2.85,,199.8,346653,343186.47,3466.53,19532,10656,21991.69944,0,0,398832.6994, -   ," 3,43,186 ",57553.22742,2542.104609,-18329.73, (4.6%),1,1,0,
44358,Jun-21,"Q1, FY 22",PA0047,Samriddhi Beej Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 206.30 ,2084.965519,430128.3865,0,20448.3779,409680.0086,8835.213148,2871.444273,8816.107,389157.2442,0.67,,205.63,335106.99,331755.9201,3351.0699,12095,8538,64250,0,0,419989.99, -   ," 3,31,756 ",77924.08851,-9830.35576,-30832.75, (7.5%),1,0,0,
44351,Jun-21,"Q1, FY 22",10#7-2,Samhut Jeevika Agri Producer Company Limited,Jun-21,"Q1, FY 22",Wheat,Wheat,Bihar,BRITANNIA INDUSTRIES LIMITED,Enterprise,Jun-21,"Q1, FY 22",Bihar,Bihar,,,,,,,,,,,, 257.60 ,1843.989605,475011.7221,0,0,475011.7221,9314.350282,3027.163842,9294.208,453376,-0.5,,258.1,415752.64,411595.1136,4157.5264,15006,10592,26808.58,0,0,468159.22, -   ," 4,11,595 ",63416.60852,7982.864682,-14783.22, (3.1%),1,1,0,
44353,Jun-21,"Q1, FY 22",PA0040,SUNIL KHAD BHANDAR,May-21,"Q1, FY 22",Wheat,Wheat,Jharkhand,RD Food Products,Processors,Jun-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 255.45 ,1843.989605,471047.1445,0,55181.91278,415865.2317,10318.65434,3353.562661,10296.34025,391896.6744,5.45,no,250,416260,412097.4,4162.6,40800,11239,21000,0,0,489299, -   ," 4,12,097 ",3767.831699,-72624.73096,-97402.33, (23.4%),1,0,0,
44354,Jun-21,"Q1, FY 22",10#7-3,Samhut Jeevika Agri Producer Company Limited,Jun-21,"Q1, FY 22",Wheat,Wheat,Bihar,BRITANNIA INDUSTRIES LIMITED,Enterprise,Jun-21,"Q1, FY 22",Bihar,Bihar,,,,,,,,,,,, 244.30 ,1843.989605,450486.6604,0,0,450486.6604,8833.446328,2870.870056,8814.344,429968,-27,,271.3,437015.47,432645.3153,4370.1547,15773,11134,28179.65034,0,0,492102.1203," 54,000 "," 4,32,645 ",17841.34508,-40116.17532,-62134.12, (13.8%),1,0,0,
44351,Jun-21,"Q1, FY 22",PA0058,Shriram Fertilizer,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Britannia Industries Ltd.,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 302.70 ,1917.3301,580375.8213,0,0,580375.8213,11380.40062,3698.6302,11355.7905,553941,3.94,,298.76,503763.14,498725.5086,5037.6314,18183,12835,13500,0,0,548281.14, -   ," 4,98,726 ",81650.31272,33433.68252,5659.86, 1.0% ,1,1,1,
44351,Jun-21,"Q1, FY 22",PA0062,Shriram Fertilizer,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Britannia Industries Ltd.,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 303.50 ,1917.3301,581909.6854,0,0,581909.6854,11410.47766,3708.405239,11385.8025,555405,3.94,,299.56,505112.08,500060.9592,5051.1208,18231,12869,13950,0,0,550162.08, -   ," 5,00,061 ",81848.7262,33090.32096,5242.92, 0.9% ,1,1,1,
44352,Jun-21,"Q1, FY 22",PA0067-1,Niranjan Prasad Sonkh Wala,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 215.40 ,2011.625023,433304.03,0,10539.88835,422764.1416,8703.19096,2828.537062,8684.37031,402548.0433,-2.75,,218.15,370488.51,366783.6249,3704.8851,11488,20893,2340,0,0,405209.51, -   ," 3,66,784 ",55980.51672,18430.97966,-2661.47, (0.6%),1,1,0,
44352,Jun-21,"Q1, FY 22",PA0067-2,Niranjan Prasad Sonkh Wala,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 180.00 ,2011.625023,362092.5042,-10.13,38447.31946,323645.1847,7854.055059,2552.567894,7837.070665,305401.4911,-10.13,,180,309600,306504,3096,9600,17460,5134,0,0,341794," 20,260 "," 3,06,504 ",17141.1847,-17605.38319,-36392.51, (11.2%),1,0,0,
44354,Jun-21,"Q1, FY 22",PA0067-3,Niranjan Prasad Sonkh Wala,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,I T C LIMITED,SME,Apr-21,"Q1, FY 22",Uttar Pradesh,Uttar Pradesh,,,,,,,,,,,, 318.00 ,2011.625023,639696.7573,0,117067.6812,522629.0762,14839.14761,4822.722974,14807.05796,488160.1476,0,no,318,546960,541490.4,5469.6,16960,30846,2880,0,0,597646, -   ," 5,41,490 ",-18861.32384,-74370.04681,-109485.85, (20.9%),0,0,0,
44357,Jun-21,"Q1, FY 22",PA0043,Jai Bajrang Traders,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 198.88 ,1938.284527,385486.0268,0,10175.46991,375310.5569,7758.397535,2521.479199,7741.62,357289.0602,0.82,,198.06,336702,333334.98,3367.02,11220,8418,22000,0,0,378340, -   ," 3,33,335 ",41975.57692,-2183.902282,-21050.94, (5.6%),1,0,0,
44353,Jun-21,"Q1, FY 22",PA0059,Shukla Khad Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Britannia Industries Ltd.,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 299.55 ,1917.3301,574336.2315,0,18337.53367,555998.6978,11621.547,3777.002773,11596.4154,529003.7327,5.99,,293.56,496116.4,491155.236,4961.164,15835,9922,14000,0,0,535873.4, -   ," 4,91,155 ",64843.46183,21309.45906,-6869.67, (1.2%),1,1,0,
44356,Jun-21,"Q1, FY 22",PA0060-1,Secondary Sales,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Bajrang Traders,SME,Jun-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 206.45 ,1933.045921,399077.3303,0,12100.65792,386976.6724,8062.655367,2620.362994,8045.219875,368248.4342,4.13,,202.32,335420.26,332066.0574,3354.2026,11220,8524,22709.19201,0,0,377873.452, -   ," 3,32,066 ",54910.615,9837.059999,-9625.02, (2.5%),1,1,0,
44357,Jun-21,"Q1, FY 22",PA0060-2,Secondary Sales,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 199.57 ,1938.284527,386823.4431,0,18441.2057,368382.2375,7946.702619,2582.678351,7929.517875,349923.3386,1.12,,198.45,329014.22,325724.0778,3290.1422,10608,8351,22274.80799,0,0,370248.028, -   ," 3,25,724 ",42658.15965,-1158.326694,-20324.69, (5.5%),1,0,0,
44358,Jun-21,"Q1, FY 22",PA0064,Shivansh Beej Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 251.40 ,2053.533878,516258.4169,0,22169.06623,494089.3506,10560.89942,3381.629173,10535.9545,469610.8675,0,,251.4,409696.52,405599.5548,4096.9652,14787,10438,62500,0,0,497421.52, -   ," 4,05,600 ",88489.79584,-2616.83333,-27810.65, (5.6%),1,0,0,
44358,Jun-21,"Q1, FY 22",PA0069,Shivansh Beej Bhandar,May-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,BPC Technologies India Pvt. Ltd.,SME,May-21,"Q1, FY 22",Telangana,Telangana,,,,,,,,,,,, 249.50 ,2084.965519,520198.8969,0,21515.40357,498683.4934,10624.82144,3411.175963,10600.1031,474047.3929,0,,249.5,406600.17,402534.1683,4066.0017,14676,10359,25000,0,0,456635.17, -   ," 4,02,534 ",96149.32505,42703.14909,17412.22, 3.5% ,1,1,1,
44355,Jun-21,"Q1, FY 22",10#7-4,Samhut Jeevika Agri Producer Company Limited,Jun-21,"Q1, FY 22",Wheat,Wheat,Bihar,BRITANNIA INDUSTRIES LIMITED,Enterprise,Jun-21,"Q1, FY 22",Bihar,Bihar,,,,,,,,,,,, 231.30 ,1843.989605,426514.7955,0,0,426514.7955,8363.389831,2718.101695,8345.304,407088,-16.15,,247.45,398597.41,394611.4359,3985.9741,14387,10155,25702.37552,0,0,448841.7855," 32,300 "," 3,94,611 ",31903.35963,-21059.11759,-41753.79, (9.8%),1,0,0,
44355,Jun-21,"Q1, FY 22",PA0066,PANNA LAL HARI SHANKER,Apr-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,OLAM AGRI INDIA PRIVATE LIMITED,Enterprise,Jun-21,"Q1, FY 22",Uttarakhand,Uttarakhand,,,,,,,,,,,, 249.50 ,1885.898459,470531.6656,0,12804.20282,457727.4627,9477.575758,3080.212121,9457.0805,435712.5944,0.81,,248.69,404108.82,400067.7318,4041.0882,14586,10296,30500,0,0,459490.82, -   ," 4,00,068 ",57659.73095,-802.4811752,-23778.23, (5.2%),1,0,0,
44360,Jun-21,"Q1, FY 22",PA0070,VR Associates,Jun-21,"Q1, FY 22",Wheat,Wheat,Uttar Pradesh,Ganga Roller Flour Mills P Ltd.,Processors,May-21,"Q1, FY 22",Delhi,Delhi,,,,,,,,,,,, 242.31 ,1920.054193,465248.3315,0,0,465248.3315,9122.903133,2964.943518,9103.174855,444057.31,0.7,,241.61,400553.14,396547.6086,4005.5314,13600,10184,27120,0,0,451457.14, -   ," 3,96,548 ",68700.72291,14831.77939,-7399.83, (1.6%),1,1,0,
